iD	Type(0:plist 1:image)	name	path	note	是否完成
479	1	item_jinjie_24.png	item_jinjie_24.png	冰霜铠甲	
480	1	item_jinjie_25.png	item_jinjie_25.png	火焰之轮	
481	1	item_jinjie_26.png	item_jinjie_26.png	风暴之轮	
482	1	item_jinjie_27.png	item_jinjie_27.png	冰霜之轮	
483	1	item_shuaxinqiu.png	item_shuaxinqiu.png	刷新球	
484	1	item_taofaling.png	item_taofaling.png	讨伐令	
485	1	pic_error.png	pic_error.png	【废弃】	
486	1	pic_error.png	pic_error.png	【废弃】	
487	1	pic_error.png	pic_error.png	【废弃】	
488	1	pic_error.png	pic_error.png	【废弃】	
489	1	pic_error.png	pic_error.png	【废弃】	
490	1	item_baoxiang_a_01.png	item_baoxiang_a_01.png	宝箱	
491	1	item_baoxiang_a_02.png	item_baoxiang_a_02.png	宝箱	
492	1	item_baoxiang_a_03.png	item_baoxiang_a_03.png	宝箱	
493	1	pic_error.png	pic_error.png	【废弃】	
494	1	pic_error.png	pic_error.png	【废弃】	
495	1	pic_error.png	pic_error.png	【废弃】	
496	1	pic_error.png	pic_error.png	【废弃】	
497	1	pic_error.png	pic_error.png	【废弃】	
498	1	item_libao_a_01.png	item_libao_a_01.png	礼包	
499	1	item_libao_a_02.png	item_libao_a_02.png	礼包	
500	1	item_libao_a_03.png	item_libao_a_03.png	礼包	
501	1	item_linghunshi.png	item_linghunshi.png	灵魂石	
502	1	pic_error.png	pic_error.png	【废弃】	
503	1	pic_error.png	pic_error.png	【废弃】	
504	1	pic_error.png	pic_error.png	【废弃】	
505	1	pic_error.png	pic_error.png	【废弃】	
506	1	pic_error.png	pic_error.png	【废弃】	
507	1	pic_error.png	pic_error.png	【废弃】	
508	1	pic_error.png	pic_error.png	【废弃】	
509	1	pic_error.png	pic_error.png	【废弃】	
510	1	pic_error.png	pic_error.png	【废弃】	
511	1	pic_error.png	pic_error.png	【废弃】	
512	1	item_tuzhi_a_01.png	item_tuzhi_a_01.png	图纸	
513	1	item_tuzhi_a_02.png	item_tuzhi_a_02.png	图纸	
514	1	item_tuzhi_a_03.png	item_tuzhi_a_03.png	图纸	
515	1	item_yaoji_a_01.png	item_yaoji_a_01.png	药剂	
516	1	item_yaoji_a_02.png	item_yaoji_a_02.png	药剂	
517	1	item_yaoji_a_03.png	item_yaoji_a_03.png	药剂	
518	1	teambattle_waita.png	resource/image/newancient/teambattle_waita.png		
519	1	teambattle_yequ_1.png	resource/image/newancient/teambattle_yequ_1.png		
520	1	teambattle_yequ_2.png	resource/image/newancient/teambattle_yequ_2.png		
521	1	teambattle_yequ_3.png	resource/image/newancient/teambattle_yequ_3.png		
522	1	teambattle_yequ_4.png	resource/image/newancient/teambattle_yequ_4.png		
523	1	teambattle_hedao.png	resource/image/newancient/teambattle_hedao.png		
524	1	teambattle_bingying.png	resource/image/newancient/teambattle_bingying.png		
525	1	teambattle_roushan.png	resource/image/newancient/teambattle_roushan.png		
526	1	teambattle_gaodi.png	resource/image/newancient/teambattle_gaodi.png		
527	1	teambattle_jidi.png	resource/image/newancient/teambattle_jidi.png		
528	1	item_mianbao.png	item_mianbao.png	面包	
529	1	item_nailao.png	item_nailao.png	奶酪	
530	1	item_xinyang.png	item_xinyang.png	信仰水晶	
531	1	item_shengwangshu.png	item_shengwangshu.png	声望书	
532	1	item_dianjin.png	item_dianjin.png	点金经验书	
533	1	item_tiaozhanshu.png	item_tiaozhanshu.png	挑战书	
534	1	item_xunbaotu.png	item_xunbaotu.png	寻宝图	
535	1	pic_error.png	pic_error.png	【废弃】	
536	1	pic_error.png	pic_error.png	【废弃】	
537	1	pic_error.png	pic_error.png	【废弃】	
538	1	pic_error.png	pic_error.png	【废弃】	
539	1	item_longxuejingshi.png	item_longxuejingshi.png	龙血精石	
540	1	item_shu_a_01.png	item_shu_a_01.png	书	
541	1	item_shu_a_02.png	item_shu_a_02.png	书	
542	1	item_shu_a_03.png	item_shu_a_03.png	书	
543	1	equip_jingyanzhu_01.png	equip_jingyanzhu_01.png		
544	1	equip_jingyanzhu_02.png	equip_jingyanzhu_02.png		
545	1	equip_jingyanzhu_03.png	equip_jingyanzhu_03.png		
546	1	equip_jingyanzhu_04.png	equip_jingyanzhu_04.png		
547	1	equip_jingyanzhu_05.png	equip_jingyanzhu_05.png		
548	1	1.png	resource/image/newrank/1.png	排行榜第一名	
549	1	2.png	resource/image/newrank/2.png	排行榜第二名	
550	1	3.png	resource/image/newrank/3.png	排行榜第三名	
551	1	shuzidiban.png	resource/image/newrank/shuzidiban.png	排行榜普通数字底板	
552	1	pic_error.png	pic_error.png	【废弃】	
553	1	pic_error.png	pic_error.png	【废弃】	
554	1	pic_error.png	pic_error.png	【废弃】	
555	1	pic_error.png	pic_error.png	【废弃】	
556	1	pic_error.png	pic_error.png	【废弃】	
557	1	pic_error.png	pic_error.png	【废弃】	
558	1	win.png	resource/image/newarena/win.png	胜利	
559	1	lost.png	resource/image/newarena/lost.png	失败	
560	1	sw_icon_b.png	resource/image/newpublic/sw_icon_b.png	声望	
561	1	icon_tech.png	icon_tech.png		
562	1	pic_error.png	pic_error.png	【废弃】	
563	1	pic_error.png	pic_error.png	【废弃】	
564	1	pic_error.png	pic_error.png	【废弃】	
565	1	pic_error.png	pic_error.png	【废弃】	
566	1	pic_error.png	pic_error.png	【废弃】	
567	1	pic_error.png	pic_error.png	【废弃】	
568	1	pic_error.png	pic_error.png	【废弃】	
569	1	pic_error.png	pic_error.png	【废弃】	
570	1	pic_error.png	pic_error.png	【废弃】	
571	1	pic_error.png	pic_error.png	【废弃】	
572	1	pic_error.png	pic_error.png	【废弃】	
573	1	pic_error.png	pic_error.png	【废弃】	
574	1	pic_error.png	pic_error.png	【废弃】	
575	1	pic_error.png	pic_error.png	【废弃】	
576	1	pic_error.png	pic_error.png	【废弃】	
577	1	pic_error.png	pic_error.png	【废弃】	
578	1	pic_error.png	pic_error.png	【废弃】	
579	1	pic_error.png	pic_error.png	【废弃】	
580	1	pic_error.png	pic_error.png	【废弃】	
581	1	pic_error.png	pic_error.png	【废弃】	
582	1	pic_error.png	pic_error.png	【废弃】	
583	1	pic_error.png	pic_error.png	【废弃】	
584	1	item_baoxiang_b_01.png	item_baoxiang_b_01.png	新宝箱	
585	1	item_baoxiang_b_02.png	item_baoxiang_b_02.png	新宝箱	
586	1	item_baoxiang_b_03.png	item_baoxiang_b_03.png	新宝箱	
587	1	pic_error.png	pic_error.png	【废弃】	
588	1	pic_error.png	pic_error.png	【废弃】	
589	1	pic_error.png	pic_error.png	【废弃】	
590	1	item_suipian_01.png	item_suipian_01.png	白银之钥	
591	1	item_zhengshu_01.png	item_zhengshu_01.png	证书	
592	1	xiangxi_diban.png	resource/image/newathleticsui/xiangxi_diban.png		
593	1	dianjin_01.png	resource/image/newpublic/dianjin_01.png	点金小图标	
594	1	jitan_01.png	resource/image/newpublic/jitan_01.png	祭坛小图标	
595	1	jkcaiji_01.png	resource/image/newpublic/jkcaiji_01.png	金矿采集	
596	1	zbkugong_01.png	resource/image/newpublic/zbkugong_01.png	抓捕苦工	
597	1	shenmiao_01.png	resource/image/newpublic/shenmiao_01.png	神庙	
598	1	tfmw_01.png	resource/image/newpublic/tfmw_01.png	讨伐魔王	
599	1	yxzhun_01.png	resource/image/newpublic/yxzhun_01.png	英雄战魂	
600	1	pic_error.png	pic_error.png	【废弃】	
601	1	pic_error.png	pic_error.png	【废弃】	
602	1	pic_error.png	pic_error.png	【废弃】	
603	1	pic_error.png	pic_error.png	【废弃】	
604	1	pic_error.png	pic_error.png	【废弃】	
605	1	pic_error.png	pic_error.png	【废弃】	
606	1	pic_error.png	pic_error.png	【废弃】	
607	1	pic_error.png	pic_error.png	【废弃】	
608	1	pic_error.png	pic_error.png	【废弃】	
609	1	pic_error.png	pic_error.png	【废弃】	
610	1	pic_error.png	pic_error.png	【废弃】	
611	1	pic_error.png	pic_error.png	【废弃】	
612	1	pic_error.png	pic_error.png	【废弃】	
613	1	pic_error.png	pic_error.png	【废弃】	
614	1	pic_error.png	pic_error.png	【废弃】	
615	1	pic_error.png	pic_error.png	【废弃】	
616	1	pic_error.png	pic_error.png	【废弃】	
617	1	pic_error.png	pic_error.png	【废弃】	
618	1	broadcast_bg.png	resource/image/newpublic/broadcast_bg.png		
619	1	zuoce_zhengchang.png	resource/image/newtask/zuoce_zhengchang.png	任务背景默认	
620	1	zuoce_xuanze.png	resource/image/newtask/zuoce_xuanze.png	任务背景选中	
621	0	tech_01.png	resource/image/techitem/tech_01.png	幻影	
622	0	tech_02.png	resource/image/techitem/tech_02.png	坚韧	
623	0	tech_03.png	resource/image/techitem/tech_03.png	尖锐	
624	0	tech_04.png	resource/image/techitem/tech_04.png	集中	
625	0	tech_05.png	resource/image/techitem/tech_05.png	狂热	
626	0	tech_06.png	resource/image/techitem/tech_06.png	魔法	
627	0	tech_07.png	resource/image/techitem/tech_07.png	破坏	
628	0	tech_08.png	resource/image/techitem/tech_08.png	生命	
629	0	tech_09.png	resource/image/techitem/tech_09.png	守护	
630	0	tech_10.png	resource/image/techitem/tech_10.png	致命	
631	0	tech_11.png	resource/image/techitem/tech_11.png	灼热	
632	1	item_tuzhi_a_04.png	item_tuzhi_a_04.png	图纸	
633	1	item_lihe_a_01.png	item_lihe_a_01.png	礼盒	
634	1	item_lihe_a_02.png	item_lihe_a_02.png	礼盒	
635	1	item_lihe_a_03.png	item_lihe_a_03.png	礼盒	
636	1	li.png	resource/image/newpublic/li.png		
637	1	min.png	resource/image/newpublic/min.png		
638	1	zhi.png	resource/image/newpublic/zhi.png		
639	0	art_levelup_00.png	resource/image/artfont/art_levelup.plist		
640	0	art_levelup_01.png	resource/image/artfont/art_levelup.plist		
641	0	art_levelup_02.png	resource/image/artfont/art_levelup.plist		
642	0	art_levelup_03.png	resource/image/artfont/art_levelup.plist		
643	0	art_levelup_04.png	resource/image/artfont/art_levelup.plist		
644	0	art_levelup_05.png	resource/image/artfont/art_levelup.plist		
645	0	art_levelup_06.png	resource/image/artfont/art_levelup.plist		
646	0	art_levelup_07.png	resource/image/artfont/art_levelup.plist		
647	0	art_levelup_08.png	resource/image/artfont/art_levelup.plist		
648	0	art_levelup_09.png	resource/image/artfont/art_levelup.plist		
659	0	kuaijin01_up.png	resource/image/newathleticsui/kuaijin01_up.png		
660	0	kuaijin01_down.png	resource/image/newathleticsui/kuaijin01_down.png		
661	0	kuaijin02_up.png	resource/image/newathleticsui/kuaijin02_up.png		
662	0	kuaijin02_down.png	resource/image/newathleticsui/kuaijin02_down.png		
663	0	xq_up.png	resource/image/newathleticsui/xq_up.png		
664	0	xq_down.png	resource/image/newathleticsui/xq_down.png		
665	0	xiangxi_diban.png	resource/image/newathleticsui/xiangxi_diban.png		
666	0	xiaoren.png	resource/image/newathleticsui/xiaoren.png		
667	0	xiaoren_hui.png	resource/image/newathleticsui/xiaoren_hui.png		
668	0	item_linghunjinghua_01.png	item_linghunjinghua_01.png	灵魂精华	
669	0	item_linghunjinghua_02.png	item_linghunjinghua_02.png	灵魂精华	
670	0	item_linghunjinghua_03.png	item_linghunjinghua_03.png	灵魂精华	
671	0	item_linghunshuijing_01.png	item_linghunshuijing_01.png	灵魂水晶	
672	0	item_linghunshuijing_02.png	item_linghunshuijing_02.png	灵魂水晶	
673	0	item_linghunshuijing_03.png	item_linghunshuijing_03.png	灵魂水晶	
674	0	item_linghunshisuipian_01.png	item_linghunshisuipian_01.png	灵魂碎片	
675	0	item_vipbao_01.png	item_vipbao_01.png	vip礼包	
676	0	item_hunsuipian_a_01.png	item_hunsuipian_a_01.png	魂碎片	
677	0	item_hunsuipian_a_02.png	item_hunsuipian_a_02.png	魂碎片	
678	0	item_hunsuipian_a_03.png	item_hunsuipian_a_03.png	魂碎片	
679	0	item_hunsuipian_a_04.png	item_hunsuipian_a_04.png	魂碎片	
680	0	item_hunsuipian_a_05.png	item_hunsuipian_a_05.png	魂碎片	
681	0	item_hunsuipian_a_06.png	item_hunsuipian_a_06.png	魂碎片	
682	0	maoxiantuitu_01.png	resource/image/newzybuzu/maoxiantuitu_01.png		
683	0	maoxiantuitu_02.png	resource/image/newzybuzu/maoxiantuitu_02.png		
684	0	maoxiantuitu_03.png	resource/image/newzybuzu/maoxiantuitu_03.png		
685	0	shilianzhita_01.png	resource/image/newzybuzu/shilianzhita_01.png		
686	0	shilianzhita_02.png	resource/image/newzybuzu/shilianzhita_02.png		
687	0	shilianzhita_03.png	resource/image/newzybuzu/shilianzhita_03.png		
688	0	jingjichang_01.png	resource/image/newzybuzu/jingjichang_01.png		
689	0	jingjichang_02.png	resource/image/newzybuzu/jingjichang_02.png		
690	0	jingjichang_03.png	resource/image/newzybuzu/jingjichang_03.png		
691	0	kuangdong_01.png	resource/image/newzybuzu/kuangdong_01.png		
692	0	kuangdong_02.png	resource/image/newzybuzu/kuangdong_02.png		
693	0	kuangdong_03.png	resource/image/newzybuzu/kuangdong_03.png		
694	0	yuanguyiji_01.png	resource/image/newzybuzu/yuanguyiji_01.png		
695	0	yuanguyiji_02.png	resource/image/newzybuzu/yuanguyiji_02.png		
696	0	yuanguyiji_03.png	resource/image/newzybuzu/yuanguyiji_03.png		
697	0	block.png	resource/image/artfont/art_hittype.plist	战斗格挡	
698	0	miss.png	resource/image/artfont/art_hittype.plist	战斗闪避	
699	1	piece_equip_03.png	piece_equip_03.png	水晶剑碎片	
700	1	piece_equip_04.png	piece_equip_04.png	天堂之戟碎片	
701	1	piece_equip_05.png	piece_equip_05.png	深渊之刃碎片	
702	1	piece_equip_08.png	piece_equip_08.png	板甲碎片	
703	1	piece_equip_09.png	piece_equip_09.png	刃甲碎片	
704	1	piece_equip_10.png	piece_equip_10.png	希瓦的守护碎片	
705	1	piece_equip_13.png	piece_equip_13.png	灵魂之戒碎片	
706	1	piece_equip_14.png	piece_equip_14.png	天鹰之戒碎片	
707	1	piece_equip_15.png	piece_equip_15.png	怒风之戒碎片	
708	1	piece_equip_24.png	piece_equip_24.png	远行鞋碎片	
709	1	piece_equip_26.png	piece_equip_26.png	静谧之鞋碎片	
710	1	piece_equip_27.png	piece_equip_27.png	相位鞋碎片	
711	1	piece_equip_33.png	piece_equip_33.png	死灵书碎片	
712	1	piece_equip_34.png	piece_equip_34.png	阿托斯之棍碎片	
713	1	piece_equip_35.png	piece_equip_35.png	阿哈利姆神杖碎片	
714	1	piece_equip_38.png	piece_equip_38.png	黯灭碎片	
715	1	piece_equip_39.png	piece_equip_39.png	雷神之锤碎片	
716	1	piece_equip_40.png	piece_equip_40.png	斯嘉蒂之眼碎片	
717	1	piece_equip_43.png	piece_equip_43.png	疯狂面具碎片	
718	1	piece_equip_44.png	piece_equip_44.png	纷争面纱碎片	
719	1	piece_equip_45.png	piece_equip_45.png	撒旦之邪力碎片	
720	1	piece_equip_48.png	piece_equip_48.png	古之忍耐姜歌碎片	
721	1	piece_equip_49.png	piece_equip_49.png	梅肯斯姆碎片	
722	1	piece_equip_50.png	piece_equip_50.png	勇气勋章碎片	
723	1	smzq_anniu.png	resource/image/newhuifu/smzq_anniu.png	温泉活动图标	
724	1	shchlb.png	resource/image/newhuifu/shchlb.png	首充活动	
725	1	sjjl.png	resource/image/newhuifu/sjjl.png	升级活动	
726	1	denglujl.png	resource/image/newhuifu/denglujl.png	每日登陆奖励活动	
727	1	viplibao.png	resource/image/newhuifu/viplibao.png	VIP包裹领取奖励活动	
728	1	duihuan.png	resource/image/newhuifu/duihuan.png	兑换奖励活动	
729	1	czjh.png	resource/image/newhuifu/czjh.png	成长计划奖励活动	
730	1	piece_equip_16.png	piece_equip_16.png	狂战斧碎片	
731	1	piece_equip_17.png	piece_equip_17.png	虚灵刀碎片	
732	1	piece_equip_18.png	piece_equip_18.png	燃烧斗篷碎片	
733	1	piece_equip_19.png	piece_equip_19.png	强袭装甲碎片	
734	1	piece_equip_20.png	piece_equip_20.png	支配指环碎片	
735	1	piece_equip_21.png	piece_equip_21.png	神圣指环碎片	
736	1	piece_equip_25.png	piece_equip_25.png	主宰之履碎片	
737	1	piece_equip_28.png	piece_equip_28.png	暗影裹足碎片	
738	1	piece_equip_29.png	piece_equip_29.png	达贡之神力碎片	
739	1	piece_equip_30.png	piece_equip_30.png	紫苑碎片	
740	1	piece_equip_51.png	piece_equip_51.png	散夜对剑碎片	
741	1	piece_equip_52.png	piece_equip_52.png	散失之刃碎片	
742	1	piece_equip_53.png	piece_equip_53.png	支配头盔碎片	
743	1	piece_equip_54.png	piece_equip_54.png	魔龙头盔碎片	
744	1	piece_equip_55.png	piece_equip_55.png	血精石碎片	
745	1	piece_equip_56.png	piece_equip_56.png	魔龙之心碎片	
746	1	item_nengliangshi.png	item_nengliangshi.png	能量石	
747	1	piece_hero_01.png	piece_hero_01.png	船长碎片	
748	1	piece_hero_02.png	piece_hero_02.png	幽鬼碎片	
749	1	piece_hero_03.png	piece_hero_03.png	风行碎片	
750	1	item_hero_02.png	item_hero_02.png	地精撕裂者	
751	1	item_hero_100.png	item_hero_100.png	沉默术士	
752	1	item_hero_103.png	item_hero_103.png	召唤师	
753	1	item_hero_106.png	item_hero_106.png	痛苦女王	
754	1	item_hero_11.png	item_hero_11.png	裂魂人	
755	1	item_hero_17.png	item_hero_17.png	流浪剑客 	
756	1	item_hero_20.png	item_hero_20.png	骷髅王	
757	1	item_hero_23.png	item_hero_23.png	狼人	
758	1	item_hero_26.png	item_hero_26.png	海军上将	
759	1	item_hero_29.png	item_hero_29.png	龙骑士	
760	1	item_hero_46.png	item_hero_46.png	复仇之魂	
761	1	item_hero_49.png	item_hero_49.png	幻影长矛手	
762	1	item_hero_52.png	item_hero_52.png	黑暗游侠	
763	1	item_hero_55.png	item_hero_55.png	幽鬼	
764	1	item_hero_58.png	item_hero_58.png	灵魂守卫	
765	1	item_hero_64.png	item_hero_64.png	剑圣	
766	1	item_hero_67.png	item_hero_67.png	影魔	
767	1	item_hero_86.png	item_hero_86.png	极寒幽魂	
768	1	item_hero_88.png	item_hero_88.png	暗影萨满	
769	1	item_hero_94.png	item_hero_94.png	秀逗魔导师	
770	1	item_hero_97.png	item_hero_97.png	风行者	
771	1	item_hero_14.png	item_hero_14.png	撼地神牛	
772	1	item_hero_38.png	item_hero_38.png	圣堂刺客	
773	1	item_hero_44.png	item_hero_44.png	熊战士	
774	1	item_hero_61.png	item_hero_61.png	敌法师	
775	1	item_hero_74.png	item_hero_74.png	谜团	
776	1	item_hero_80.png	item_hero_80.png	先知	
777	1	item_hero_91.png	item_hero_91.png	水晶室女	
778	1	skillicon1_s.png	skillicon1_s.png		
779	1	skillicon2_s.png	skillicon2_s.png		
780	1	skillicon3_s.png	skillicon3_s.png		
781	1	skillicon4_s.png	skillicon4_s.png		
782	1	skillicon5_s.png	skillicon5_s.png		
783	1	skillicon6_s.png	skillicon6_s.png		
784	1	skillicon7_s.png	skillicon7_s.png		
785	1	skillicon8_s.png	skillicon8_s.png		
786	1	skillicon9_s.png	skillicon9_s.png		
787	1	skillicon10_s.png	skillicon10_s.png		
788	1	skillicon11_s.png	skillicon11_s.png		
789	1	skillicon12_s.png	skillicon12_s.png		
790	1	skillicon13_s.png	skillicon13_s.png		
791	1	skillicon14_s.png	skillicon14_s.png		
792	1	skillicon15_s.png	skillicon15_s.png		
793	1	skillicon16_s.png	skillicon16_s.png		
794	1	skillicon17_s.png	skillicon17_s.png		
795	1	skillicon18_s.png	skillicon18_s.png		
796	1	skillicon19_s.png	skillicon19_s.png		
797	1	skillicon20_s.png	skillicon20_s.png		
798	1	skillicon21_s.png	skillicon21_s.png		
799	1	skillicon22_s.png	skillicon22_s.png		
800	1	skillicon23_s.png	skillicon23_s.png		
801	1	skillicon24_s.png	skillicon24_s.png		
802	1	skillicon25_s.png	skillicon25_s.png		
803	1	skillicon26_s.png	skillicon26_s.png		
804	1	skillicon27_s.png	skillicon27_s.png		
805	1	skillicon28_s.png	skillicon28_s.png		
806	1	skillicon29_s.png	skillicon29_s.png		
807	1	skillicon30_s.png	skillicon30_s.png		
808	1	skillicon31_s.png	skillicon31_s.png		
809	1	skillicon32_s.png	skillicon32_s.png		
810	1	skillicon33_s.png	skillicon33_s.png		
811	1	skillicon34_s.png	skillicon34_s.png		
812	1	skillicon35_s.png	skillicon35_s.png		
813	1	skillicon36_s.png	skillicon36_s.png		
814	1	skillicon37_s.png	skillicon37_s.png		
815	1	skillicon38_s.png	skillicon38_s.png		
816	1	skillicon39_s.png	skillicon39_s.png		
817	1	skillicon40_s.png	skillicon40_s.png		
818	1	item_hero_45.png	item_hero_45.png	5星熊战士	
819	1	piece_hero_04.png	piece_hero_04.png	4星熊战士碎片	
820	1	piece_hero_05.png	piece_hero_05.png	5星熊战士碎片	
821	1	piece_hero_06.png	piece_hero_06.png	圣堂刺客碎片	
822	1	piece_hero_07.png	piece_hero_07.png	迷团碎片	
823	1	piece_hero_08.png	piece_hero_08.png	先知碎片	
824	1	item_suipian_01_sp.png	item_suipian_01_sp.png	白银之钥碎片	
825	1	bxdh.png	resource/image/newhuifu/bxdh.png	宝箱兑换	
826	1	djdh.png	resource/image/newhuifu/djdh.png	道具兑换	
827	1	lbdh.png	resource/image/newhuifu/lbdh.png	礼包兑换	
828	1	equip_jingyanzhu_06.png	equip_jingyanzhu_06.png	超级经验珠	
829	0	kuaijin03_up.png	resource/image/newathleticsui/kuaijin03_up.png		
830	0	kuaijin03_down.png	resource/image/newathleticsui/kuaijin03_down.png		
831	1	yx.png	resource/image/homescene/yx.png	英雄队伍	
832	1	yx_index1.png	resource/image/newpublic/yx_index1.png	英雄角标1	
833	1	yx_index2.png	resource/image/newpublic/yx_index2.png	英雄角标2	
834	1	yx_index3.png	resource/image/newpublic/yx_index3.png	英雄角标3	
