ShapeId	展示缩放系数（*100）	骨骼文件	骨骼文件（非战斗过程）	贴图文件	特效骨骼文件(人前)	特效贴图文件	特效骨骼文件(人后)	特效贴图文件	动作表路径	特效ID	完成情况（备注，最后一列）	普攻类型	注释
6222	100	resource/spine/trbp.json	resource/spine/trbp-wt.json	resource/spine/wuyi02.atlas	resource/spine/tx-trbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-trbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	巫医2
6231	80	resource/spine/spbp.json	resource/spine/spbp-wt.json	resource/spine/tongkuzhiyuan01.atlas	resource/spine/tx-spbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-spbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	60	痛苦之源1
6232	80	resource/spine/spbp.json	resource/spine/spbp-wt.json	resource/spine/tongkuzhiyuan02.atlas	resource/spine/tx-spbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-spbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	60	痛苦之源2
6241	80	resource/spine/spbp.json	resource/spine/spbp-wt.json	resource/spine/mituan01.atlas	resource/spine/tx-spbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-spbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	60	谜团1
6242	80	resource/spine/spbp1.json	resource/spine/spbp1-wt.json	resource/spine/mituan02.atlas	resource/spine/tx-spbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-spbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	60	谜团2
6251	100	resource/spine/trbp.json	resource/spine/trbp-wt.json	resource/spine/anyingmushi.atlas	resource/spine/tx-trbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-trbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	暗影牧师
6252	100	resource/spine/trbp.json	resource/spine/trbp-wt.json	resource/spine/anyingmushi02.atlas	resource/spine/tx-trbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-trbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	暗影牧师2
6401	100	resource/spine/nsbp.json	resource/spine/nsbp-wt.json	resource/spine/yiwangfashi01.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	遗忘法师
6402	100	resource/spine/nsbp.json	resource/spine/nsbp-wt.json	resource/spine/yiwangfashi02.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	遗忘法师1
6411	100	resource/spine/nsbp.json	resource/spine/nsbp-wt.json	resource/spine/heianxianzhe01.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	0	45	巫妖
6412	100	resource/spine/nsbp.json	resource/spine/nsbp-wt.json	resource/spine/heianxianzhe.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	0	45	巫妖1
6421	100	resource/spine/nsbp.json	resource/spine/nsbp-wt.json	resource/spine/xianzhi01.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	先知
6422	100	resource/spine/nsbp.json	resource/spine/nsbp-wt.json	resource/spine/xianzhi02.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	先知1
6431	100	resource/spine/nsbp.json	resource/spine/nsbp-wt.json	resource/spine/damodaoshi01.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	大魔导师
6432	100	resource/spine/nsbp.json	resource/spine/nsbp-wt.json	resource/spine/damodaoshi02.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	大魔导师1
6441	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/emowushi01.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	恶魔巫师
6442	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/emowushi02.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	恶魔巫师1
6451	80	resource/spine/spbp1.json	resource/spine/spbp1-wt.json	resource/spine/binghun01.atlas	resource/spine/tx-spbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-spbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	60	极寒幽魂
6452	80	resource/spine/spbp1.json	resource/spine/spbp1-wt.json	resource/spine/binghun02.atlas	resource/spine/tx-spbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-spbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	60	极寒幽魂1
6453	80	resource/spine/spbp1.json	resource/spine/spbp1-wt.json	resource/spine/binghun03.atlas	resource/spine/tx-spbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-spbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	60	极寒幽魂2
6601	100	resource/spine/trbp.json	resource/spine/trbp-wt.json	resource/spine/anyingsaman01.atlas	resource/spine/tx-trbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-trbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	48	暗影萨满
6602	100	resource/spine/trbp.json	resource/spine/trbp-wt.json	resource/spine/anyingsaman02.atlas	resource/spine/tx-trbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-trbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	48	暗影萨满1
6603	100	resource/spine/trbp.json	resource/spine/trbp-wt.json	resource/spine/anyingsaman03.atlas	resource/spine/tx-trbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-trbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	48	暗影萨满2
6611	100	resource/spine/fnbp.json	resource/spine/fnbp-wt.json	resource/spine/bingnv01.atlas	resource/spine/tx-fnbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-fnbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	水晶室女1
6612	100	resource/spine/fnbp.json	resource/spine/fnbp-wt.json	resource/spine/bingnv02.atlas	resource/spine/tx-fnbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-fnbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	水晶室女2
6613	100	resource/spine/fnbp.json	resource/spine/fnbp-wt.json	resource/spine/bingnv03.atlas	resource/spine/tx-fnbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-fnbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	水晶室女3
6621	100	resource/spine/fnbp.json	resource/spine/fnbp-wt.json	resource/spine/huonv01.atlas	resource/spine/tx-fnbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-fnbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	秀逗魔导师
6622	100	resource/spine/fnbp.json	resource/spine/fnbp-wt.json	resource/spine/huonv02.atlas	resource/spine/tx-fnbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-fnbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	秀逗魔导师1
6623	100	resource/spine/fnbp.json	resource/spine/fnbp-wt.json	resource/spine/huonv03.atlas	resource/spine/tx-fnbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-fnbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	秀逗魔导师2
6631	100	resource/spine/fnbp.json	resource/spine/fnbp-wt.json	resource/spine/fengxingze01.atlas	resource/spine/tx-fnbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-fnbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	50	风行者
6632	100	resource/spine/fnbp.json	resource/spine/fnbp-wt.json	resource/spine/fengxingze02.atlas	resource/spine/tx-fnbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-fnbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	50	风行者1
6633	100	resource/spine/fnbp.json	resource/spine/fnbp-wt.json	resource/spine/fengxingze03.atlas	resource/spine/tx-fnbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-fnbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	50	风行者2
6801	100	resource/spine/nsbp2.json	resource/spine/nsbp2-wt.json	resource/spine/chenmoshushi01.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	59	沉默术士
6802	100	resource/spine/nsbp2.json	resource/spine/nsbp2-wt.json	resource/spine/chenmoshushi02.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	59	沉默术士1
6803	100	resource/spine/nsbp2.json	resource/spine/nsbp2-wt.json	resource/spine/chenmoshushi03.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	59	沉默术士2
6811	100	resource/spine/nsbp.json	resource/spine/nsbp-wt.json	resource/spine/kaer01.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	召唤师
6812	100	resource/spine/nsbp.json	resource/spine/nsbp-wt.json	resource/spine/kaer02.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	召唤师1
6813	100	resource/spine/nsbp.json	resource/spine/nsbp-wt.json	resource/spine/kaer03.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	召唤师2
6821	100	resource/spine/fnbp.json	resource/spine/fnbp-wt.json	resource/spine/nvwang01.atlas	resource/spine/tx-fnbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-fnbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	45	痛苦女王
6822	100	resource/spine/fnbp.json	resource/spine/fnbp-wt.json	resource/spine/nvwang02.atlas	resource/spine/tx-fnbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-fnbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	45	痛苦女王1
6823	100	resource/spine/fnbp.json	resource/spine/fnbp-wt.json	resource/spine/nvwang03.atlas	resource/spine/tx-fnbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-fnbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	45	痛苦女王2
10001	100	resource/spine/trbp.json	resource/spine/trbp-wt.json	resource/spine/jumozhanshi01.atlas	resource/spine/tx-trbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-trbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	48	森林巨魔
10002	100	resource/spine/trbp.json	resource/spine/trbp-wt.json	resource/spine/jumozhanshi02.atlas	resource/spine/tx-trbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-trbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	56	树魔狂战士
10003	100	resource/spine/trbp.json	resource/spine/trbp-wt.json	resource/spine/jumozhanshi03.atlas	resource/spine/tx-trbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-trbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	48	冰之巨魔
10004	100	resource/spine/trbp.json	resource/spine/trbp-wt.json	resource/spine/jumozhanshi04.atlas	resource/spine/tx-trbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-trbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	56	黑魔首领
10005	100	resource/spine/trbp.json	resource/spine/trbp-wt.json	resource/spine/jumofashi01.atlas	resource/spine/tx-trbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-trbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	树魔高级牧师
10006	100	resource/spine/trbp.json	resource/spine/trbp-wt.json	resource/spine/jumofashi02.atlas	resource/spine/tx-trbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-trbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	黑魔影子牧师
10007	100	resource/spine/trbp.json	resource/spine/trbp-wt.json	resource/spine/jumofashi03.atlas	resource/spine/tx-trbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-trbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	冰魔牧师
10008	100	resource/spine/trbp.json	resource/spine/trbp-wt.json	resource/spine/jumofashi04.atlas	resource/spine/tx-trbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-trbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	冰魔首领
10009	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/sate01.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	46	萨特地狱使者
10010	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/sate02.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	48	萨特黑暗舞者
10011	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/sate03.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	46	萨特灵魂盗贼
10012	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/qiangdao01.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	46	强制者
10013	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/qiangdao02.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	46	强盗
10014	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/qiangdao03.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	51	土匪
10015	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/qiangdao04.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	51	刺客
10016	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/kulouzhanshi01.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	46	黑暗之奴
10017	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/kulouzhanshi02.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	59	骷髅护卫
10018	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/kulouzhanshi03.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	48	骷髅战士
10019	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/kulouzhanshi04.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	49	霜之兽人骷髅
10020	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/kulouzhanshi05.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	48	兽人骷髅
10021	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/jinglingwushi.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	精灵巫师
10022	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/xuejinglingwushi.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	血精灵巫师
10023	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/heianwushi.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	黑暗巫师
10024	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/wanglingwushi.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	亡灵巫师
10025	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/shourenzhanshi01.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	49	兽人战士
10026	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/shourenzhanshi02.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	46	狂暴兽人战士
10027	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/shourenkugong.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	46	兽人苦工
10028	80	resource/spine/bsbp1.json	resource/spine/bsbp1-wt.json	resource/spine/daxiaoshou01.atlas	resource/spine/tx-bsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-bsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	53	暴怒枭兽
10029	80	resource/spine/bsbp1.json	resource/spine/bsbp1-wt.json	resource/spine/daxiaoshou02.atlas	resource/spine/tx-bsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-bsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	53	迅猛枭兽
10030	80	resource/spine/bsbp1.json	resource/spine/bsbp1-wt.json	resource/spine/yuanguyeren01.atlas	resource/spine/tx-bsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-bsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	53	野人长者
10031	80	resource/spine/bsbp1.json	resource/spine/bsbp1-wt.json	resource/spine/yuanguyeren02.atlas	resource/spine/tx-bsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-bsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	53	雪怪长者
10032	80	resource/spine/bsbp1.json	resource/spine/bsbp1-wt.json	resource/spine/yuanguyeren03.atlas	resource/spine/tx-bsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-bsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	53	丛林漫步者
10033	80	resource/spine/bsbp.json	resource/spine/bsbp-wt.json	resource/spine/yanshikuilei01.atlas	resource/spine/tx-bsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-bsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	53	花岗岩傀儡
10034	80	resource/spine/bsbp.json	resource/spine/bsbp-wt.json	resource/spine/yanshikuilei02.atlas	resource/spine/tx-bsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-bsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	53	岩石傀儡
10035	80	resource/spine/bsbp.json	resource/spine/bsbp-wt.json	resource/spine/yanshikuilei03.atlas	resource/spine/tx-bsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-bsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	53	泥潭傀儡
10036	80	resource/spine/bsbp.json	resource/spine/bsbp-wt.json	resource/spine/zhanzhengkuilei01.atlas	resource/spine/tx-bsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-bsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	53	傀儡战士
10037	80	resource/spine/bsbp.json	resource/spine/bsbp-wt.json	resource/spine/zhanzhengkuilei02.atlas	resource/spine/tx-bsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-bsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	53	战争傀儡
10038	80	resource/spine/bsbp.json	resource/spine/bsbp-wt.json	resource/spine/zhanzhengkuilei03.atlas	resource/spine/tx-bsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-bsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	53	攻城傀儡
10039	80	resource/spine/btbp.json	resource/spine/btbp-wt.json	resource/spine/xiongguaizhanshi01.atlas	resource/spine/tx-btbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-btbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	57	极地熊怪战士
10040	80	resource/spine/btbp.json	resource/spine/btbp-wt.json	resource/spine/xiongguaizhanshi02.atlas	resource/spine/tx-btbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-btbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	57	熊怪萨满
10041	80	resource/spine/btbp.json	resource/spine/btbp-wt.json	resource/spine/xiongguaizhanshi03.atlas	resource/spine/tx-btbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-btbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	57	极地熊怪护卫
10042	80	resource/spine/btbp.json	resource/spine/btbp-wt.json	resource/spine/xiongguaizhanshi04.atlas	resource/spine/tx-btbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-btbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	57	熊怪追踪者
10043	80	resource/spine/btbp.json	resource/spine/btbp-wt.json	resource/spine/xiongguaizhanshi05.atlas	resource/spine/tx-btbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-btbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	57	熊怪护卫
10044	80	resource/spine/btbp.json	resource/spine/btbp-wt.json	resource/spine/xiongguaizhanshi06.atlas	resource/spine/tx-btbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-btbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	57	熊怪战士
10045	80	resource/spine/btbp.json	resource/spine/btbp-wt.json	resource/spine/jianmaozhuzhanshi01.atlas	resource/spine/tx-btbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-btbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	48	豪猪
10046	80	resource/spine/btbp.json	resource/spine/btbp-wt.json	resource/spine/jianmaozhuzhanshi02.atlas	resource/spine/tx-btbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-btbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	48	尖毛兽侦察兵
10047	80	resource/spine/btbp.json	resource/spine/btbp-wt.json	resource/spine/jianmaozhuzhanshi03.atlas	resource/spine/tx-btbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-btbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	57	尖毛兽野蛮人
10048	80	resource/spine/btbp.json	resource/spine/btbp-wt.json	resource/spine/cailangren01.atlas	resource/spine/tx-btbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-btbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	46	豺狼野兽
10049	80	resource/spine/btbp.json	resource/spine/btbp-wt.json	resource/spine/cailangren02.atlas	resource/spine/tx-btbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-btbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	48	豺狼偷猎者
10050	80	resource/spine/btbp.json	resource/spine/btbp-wt.json	resource/spine/cailangren03.atlas	resource/spine/tx-btbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-btbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	58	豺狼守望者
10051	80	resource/spine/btbp.json	resource/spine/btbp-wt.json	resource/spine/cailangren04.atlas	resource/spine/tx-btbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-btbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	46	豺狼刺客
